gender,loan_type,loan_purpose,credit_worthiness,loan_amount,term,property_value,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,ltv,region,status,dtir1
Sex Not Available,type1,p3,l1,606500,360.0,758000.0,pr,home,1U,7800.0,CRIF,772,EXP,35-44,80.01319261,south,0,38.0
Joint,type1,p4,l1,276500,360.0,328000.0,pr,home,1U,3900.0,CRIF,693,EXP,55-64,84.29878049,North,0,42.0
Female,type1,p4,l1,376500,360.0,488000.0,pr,home,1U,6960.0,CRIF,547,CIB,35-44,77.15163934,south,0,23.0
Male,type1,p3,l1,426500,360.0,678000.0,pr,home,1U,6060.0,CIB,864,CIB,55-64,62.90560472,North,0,22.0
Joint,type1,p4,l1,396500,360.0,588000.0,ir,home,1U,10200.0,CIB,600,EXP,45-54,67.43197279,south,0,45.0
Male,type3,p1,l1,726500,360.0,748000.0,pr,home,1U,7380.0,CIB,541,CIB,25-34,97.12566845,south,0,44.0
Male,type1,p1,l1,566500,360.0,598000.0,pr,home,1U,6300.0,CIB,630,CIB,25-34,94.73244147,south,0,40.0
Sex Not Available,type1,p1,l1,226500,360.0,288000.0,pr,home,1U,7800.0,CIB,688,EXP,55-64,78.64583333,south,0,24.0
Male,type1,p4,l1,386500,360.0,578000.0,pr,home,1U,7680.0,CIB,802,EXP,55-64,66.86851211,North,0,38.0
Male,type2,p1,l1,296500,360.0,318000.0,pr,home,1U,5340.0,EXP,696,CIB,35-44,93.23899371,North,0,57.0
Male,type1,p3,l1,446500,360.0,568000.0,pr,home,1U,8040.0,CRIF,694,CIB,25-34,78.60915493,North,0,30.0
Male,type3,p3,l1,326500,360.0,368000.0,pr,home,1U,4620.0,EXP,665,CIB,35-44,88.72282609,south,0,57.0
Joint,type1,p3,l1,196500,360.0,298000.0,pr,home,1U,3480.0,EXP,777,EXP,45-54,65.93959732,North-East,0,36.0
Female,type1,p1,l1,246500,360.0,308000.0,pr,home,1U,3600.0,CIB,661,CIB,55-64,80.03246753,North,0,30.0
Joint,type3,p4,l1,176500,360.0,198000.0,pr,home,1U,5760.0,EXP,662,EXP,65-74,89.14141414,North,0,39.0
Sex Not Available,type3,p4,l1,366500,360.0,388000.0,pr,home,1U,5760.0,EXP,673,EXP,35-44,94.45876289,south,0,39.0
Joint,type3,p4,l1,476500,360.0,528000.0,pr,home,1U,5760.0,EXP,862,EXP,55-64,90.24621212,central,0,39.0
Joint,type1,p3,l1,366500,360.0,668000.0,pr,home,1U,4620.0,EXP,723,EXP,55-64,54.86526946,central,0,47.0
Joint,type1,p4,l1,206500,360.0,338000.0,pr,home,1U,3480.0,CRIF,639,EXP,<25,61.09467456,North,0,46.0
Female,type1,p3,l2,366500,360.0,608000.0,pr,home,1U,8160.0,CRIF,830,EXP,35-44,60.27960526,North,0,37.0
Sex Not Available,type1,p3,l1,216500,360.0,318000.0,pr,home,1U,4920.0,EXP,824,EXP,35-44,68.08176101,south,0,40.0
Male,type1,p3,l1,226500,360.0,308000.0,pr,home,1U,3120.0,CRIF,647,CIB,35-44,73.53896104,south,0,49.0
Female,type1,p1,l1,296500,360.0,318000.0,pr,home,1U,4140.0,EXP,542,CIB,25-34,93.23899371,North,0,42.0
Female,type1,p4,l1,246500,360.0,418000.0,pr,home,1U,6720.0,CRIF,723,CIB,55-64,58.97129187,North,0,24.0
Joint,type1,p3,l1,376500,360.0,658000.0,pr,home,1U,4980.0,CIB,782,EXP,55-64,57.21884498,south,0,40.0
Male,type2,p3,l1,106500,360.0,118000.0,pr,home,1U,3060.0,CRIF,636,CIB,55-64,90.25423729,North,0,21.0
Sex Not Available,type2,p3,l1,136500,360.0,168000.0,pr,home,1U,4440.0,CRIF,773,CIB,35-44,81.25,south,0,48.0
Joint,type2,p4,l1,276500,360.0,318000.0,pr,home,1U,5760.0,CIB,644,EXP,35-44,86.94968553,North,0,39.0
Sex Not Available,type2,p3,l1,316500,360.0,418000.0,pr,home,1U,13200.0,EXP,829,EXP,55-64,75.71770335,south,0,54.0
Female,type3,p3,l1,206500,360.0,238000.0,pr,home,1U,2340.0,CRIF,895,CIB,45-54,86.76470588,North,0,51.0
Sex Not Available,type1,p4,l1,316500,360.0,458000.0,pr,home,1U,9480.0,CIB,647,EXP,35-44,69.10480349,south,0,21.0
Male,type1,p4,l1,496500,360.0,668000.0,pr,home,1U,6840.0,EXP,716,CIB,35-44,74.32634731,North,0,43.0
Joint,type1,p4,l1,636500,360.0,798000.0,pr,home,1U,6780.0,EXP,582,EXP,25-34,79.76190476,North,0,44.0
Sex Not Available,type1,p4,l1,316500,360.0,398000.0,pr,home,1U,3300.0,CRIF,824,CIB,25-34,79.52261307,south,0,46.0
Joint,type1,p1,l1,316500,360.0,338000.0,pr,home,1U,8520.0,CRIF,817,EXP,35-44,93.63905325,North,0,42.0
Female,type1,p3,l1,336500,360.0,408000.0,pr,home,1U,4920.0,CRIF,715,CIB,35-44,82.4754902,North-East,0,44.0
Sex Not Available,type1,p3,l1,196500,360.0,328000.0,pr,home,1U,3480.0,CRIF,809,EXP,55-64,59.90853659,south,0,32.0
Sex Not Available,type2,p3,l1,156500,360.0,188000.0,pr,home,1U,1620.0,CIB,636,CIB,65-74,83.24468085,south,0,59.0
Joint,type3,p4,l1,736500,360.0,868000.0,pr,home,1U,5760.0,CIB,641,EXP,45-54,84.85023041,North,0,39.0
Male,type1,p3,l1,486500,360.0,658000.0,pr,home,1U,6240.0,EXP,809,CIB,45-54,73.93617021,North,0,39.0
Joint,type2,p1,l1,266500,360.0,298000.0,pr,home,1U,8340.0,CIB,635,EXP,35-44,89.4295302,North,0,29.0
Female,type1,p3,l1,356500,360.0,558000.0,pr,home,1U,8820.0,CRIF,571,CIB,45-54,63.88888889,North,0,39.0
Male,type2,p3,l1,276500,360.0,318000.0,pr,home,1U,12060.0,CIB,682,CIB,35-44,86.94968553,south,0,37.0
Joint,type1,p3,l1,276500,360.0,348000.0,pr,home,1U,7020.0,CRIF,559,EXP,35-44,79.45402299,North,0,27.0
Female,type1,p4,l1,416500,360.0,778000.0,pr,home,1U,13560.0,CRIF,633,EXP,35-44,53.53470437,central,0,29.0
Sex Not Available,type1,p3,l1,276500,360.0,378000.0,pr,home,1U,4260.0,EXP,587,EXP,55-64,73.14814815,south,0,34.0
Male,type3,p1,l1,226500,360.0,218000.0,pr,home,1U,3480.0,CRIF,678,CIB,55-64,103.8990826,North,0,36.0
Female,type2,p3,l1,186500,360.0,218000.0,pr,home,1U,3300.0,CRIF,559,CIB,65-74,85.55045872,North,0,52.0
Joint,type1,p4,l1,476500,360.0,638000.0,pr,home,1U,10140.0,CRIF,785,EXP,35-44,74.68652038,North,0,25.0
Sex Not Available,type1,p3,l1,156500,360.0,288000.0,pr,home,1U,3360.0,CIB,712,CIB,>74,54.34027778,south,0,27.0
Sex Not Available,type3,p1,l1,286500,360.0,288000.0,pr,home,1U,3180.0,CIB,793,EXP,35-44,99.47916667,south,0,40.0
Female,type1,p1,l1,126500,360.0,158000.0,pr,home,1U,3540.0,CRIF,776,CIB,65-74,80.06329114,North,0,43.0
Female,type1,p1,l1,126500,360.0,128000.0,pr,home,1U,3360.0,EXP,550,CIB,35-44,98.828125,south,0,36.0
Joint,type2,p4,l1,266500,360.0,278000.0,pr,home,1U,5760.0,CIB,769,EXP,25-34,95.86330935,North,0,39.0
Male,type1,p3,l1,136500,360.0,278000.0,pr,home,1U,1980.0,CIB,876,CIB,45-54,49.10071942,North,0,38.0
Male,type2,p1,l1,256500,360.0,258000.0,pr,home,1U,6060.0,CRIF,593,CIB,35-44,99.41860465,North,0,49.0
Male,type1,p4,l1,616500,360.0,828000.0,pr,home,1U,7800.0,EXP,663,CIB,25-34,74.45652174,North,0,39.0
Male,type1,p4,l1,326500,360.0,398000.0,pr,home,1U,4500.0,CRIF,516,CIB,35-44,82.03517588,south,0,37.0
Sex Not Available,type3,p4,l1,496500,360.0,508000.0,pr,home,1U,5760.0,EXP,771,EXP,55-64,97.73622047,south,0,39.0
Sex Not Available,type1,p4,l1,286500,360.0,508000.0,pr,home,1U,4200.0,EXP,714,CIB,55-64,56.3976378,south,0,49.0
Sex Not Available,type1,p4,l1,126500,360.0,158000.0,pr,home,1U,4200.0,CIB,882,CIB,>74,80.06329114,south,0,45.0
Sex Not Available,type1,p1,l1,256500,360.0,458000.0,pr,home,1U,5280.0,CRIF,643,EXP,45-54,56.00436681,south,0,51.0
Joint,type1,p4,l1,366500,360.0,408000.0,pr,home,1U,5820.0,CRIF,664,EXP,25-34,89.82843137,North,0,38.0
Sex Not Available,type1,p4,l1,156500,360.0,218000.0,pr,home,1U,2280.0,CIB,648,EXP,65-74,71.78899083,south,0,47.0
Sex Not Available,type1,p3,l1,316500,360.0,398000.0,pr,home,1U,4680.0,CRIF,879,CIB,55-64,79.52261307,south,0,42.0
Joint,type2,p3,l1,256500,360.0,308000.0,pr,home,1U,5100.0,EXP,544,EXP,45-54,83.27922078,south,0,45.0
Joint,type1,p4,l1,666500,360.0,838000.0,pr,home,1U,9780.0,EXP,696,EXP,45-54,79.53460621,North,0,48.0
Sex Not Available,type1,p3,l1,216500,360.0,278000.0,pr,home,1U,2640.0,CIB,845,EXP,65-74,77.87769784,south,0,44.0
Male,type1,p3,l1,186500,360.0,238000.0,pr,home,1U,5520.0,CRIF,708,CIB,25-34,78.36134454,North,0,40.0
Joint,type1,p4,l1,326500,360.0,368000.0,pr,home,1U,3960.0,CRIF,697,EXP,25-34,88.72282609,central,0,42.0
Joint,type3,p3,l1,546500,360.0,608000.0,pr,home,1U,13380.0,CIB,822,EXP,45-54,89.88486842,central,0,43.0
Sex Not Available,type3,p3,l1,126500,360.0,178000.0,pr,home,1U,3540.0,CRIF,677,CIB,25-34,71.06741573,south,0,23.0
Male,type1,p4,l1,146500,360.0,238000.0,pr,home,1U,4980.0,CRIF,579,CIB,45-54,61.55462185,North,0,39.0
Joint,type1,p1,l1,606500,360.0,678000.0,pr,home,2U,6660.0,EXP,675,EXP,45-54,89.45427729,North,0,42.0
Male,type1,p3,l1,456500,360.0,908000.0,pr,home,1U,4440.0,CRIF,560,EXP,55-64,50.2753304,North,0,42.0
Joint,type1,p1,l1,56500,360.0,68000.0,pr,home,1U,2580.0,CRIF,823,EXP,65-74,83.08823529,North,0,46.0
Joint,type1,p4,l1,316500,360.0,648000.0,pr,home,1U,3900.0,CIB,781,EXP,35-44,48.84259259,North,0,43.0
Female,type1,p4,l1,326500,360.0,438000.0,pr,home,1U,4200.0,EXP,795,CIB,25-34,74.543379,North,0,32.0
Joint,type1,p4,l1,326500,360.0,468000.0,pr,home,1U,7740.0,EXP,643,EXP,55-64,69.76495726,North,0,36.0
Male,type1,p4,l1,416500,360.0,518000.0,pr,home,1U,4380.0,EXP,591,EXP,35-44,80.40540541,south,0,49.0
Joint,type1,p4,l1,516500,360.0,548000.0,pr,home,1U,9960.0,CRIF,844,EXP,35-44,94.25182482,North,0,39.0
Male,type1,p3,l1,236500,360.0,398000.0,pr,home,1U,3960.0,EXP,554,CIB,65-74,59.42211055,south,0,44.0
Male,type3,p3,l1,466500,360.0,518000.0,pr,home,1U,6420.0,EXP,817,CIB,35-44,90.05791506,North,0,52.0
Joint,type1,p3,l1,486500,360.0,808000.0,pr,home,1U,10140.0,EXP,542,EXP,45-54,60.21039604,North,0,21.0
Male,type1,p2,l1,106500,360.0,198000.0,pr,home,1U,2760.0,EXP,894,CIB,25-34,53.78787879,North,0,31.0
Joint,type2,p1,l1,136500,360.0,138000.0,pr,home,1U,2580.0,CRIF,660,EXP,>74,98.91304348,North,0,54.0
Female,type1,p3,l1,236500,360.0,358000.0,pr,home,1U,3900.0,CIB,769,CIB,55-64,66.06145251,North,0,44.0
Sex Not Available,type3,p3,l1,56500,360.0,58000.0,pr,home,1U,2040.0,CRIF,775,CIB,>74,97.4137931,south,0,34.0
Female,type1,p4,l1,306500,360.0,438000.0,pr,home,1U,6300.0,EXP,543,CIB,55-64,69.97716895,North,0,22.0
Male,type3,p4,l1,246500,360.0,258000.0,pr,home,1U,5760.0,EXP,893,CIB,25-34,95.54263566,south,0,39.0
Male,type2,p1,l1,256500,360.0,258000.0,pr,home,1U,4260.0,CRIF,666,EXP,35-44,99.41860465,south,0,37.0
Sex Not Available,type2,p1,l1,246500,360.0,248000.0,pr,home,1U,4980.0,EXP,713,EXP,25-34,99.39516129,south,0,59.0
Joint,type1,p4,l1,386500,360.0,438000.0,pr,home,1U,6000.0,CRIF,843,EXP,55-64,88.24200913,North,0,41.0
Female,type1,p3,l1,206500,360.0,258000.0,pr,home,1U,7620.0,CIB,580,CIB,55-64,80.03875969,south,0,32.0
Sex Not Available,type2,p3,l1,136500,360.0,168000.0,pr,home,1U,5700.0,CIB,730,EXP,35-44,81.25,south,0,46.0
Joint,type1,p3,l1,436500,360.0,538000.0,pr,home,1U,12600.0,CRIF,802,EXP,25-34,81.133829,North,0,37.0
Sex Not Available,type2,p4,l1,336500,360.0,428000.0,pr,home,1U,5760.0,EXP,765,EXP,25-34,78.62149533,south,0,39.0
Joint,type1,p3,l1,256500,360.0,448000.0,pr,home,1U,3540.0,CIB,680,EXP,55-64,57.25446429,south,0,45.0
Male,type1,p4,l1,226500,360.0,288000.0,pr,home,1U,3720.0,CIB,792,CIB,45-54,78.64583333,south,0,31.0
Male,type3,p3,l1,416500,360.0,488000.0,pr,home,1U,7080.0,CRIF,542,CIB,45-54,85.34836066,south,0,31.0
Sex Not Available,type1,p3,l1,436500,360.0,548000.0,pr,home,1U,4260.0,CRIF,805,EXP,45-54,79.65328467,south,0,44.0
Joint,type1,p1,l1,566500,360.0,598000.0,pr,home,1U,11760.0,CIB,853,EXP,25-34,94.73244147,south,0,38.0
Male,type1,p4,l1,246500,360.0,278000.0,pr,home,1U,6540.0,CRIF,551,CIB,35-44,88.66906475,North,0,24.0
Joint,type1,p4,l1,396500,360.0,428000.0,pr,home,1U,12720.0,CIB,570,EXP,35-44,92.64018692,south,0,29.0
Joint,type1,p4,l1,416500,360.0,498000.0,pr,home,1U,6900.0,CIB,553,EXP,45-54,83.63453815,central,0,44.0
Male,type1,p4,l1,636500,360.0,728000.0,pr,home,1U,7440.0,CRIF,524,CIB,25-34,87.43131868,North,0,47.0
Joint,type1,p1,l1,596500,360.0,738000.0,pr,home,1U,9360.0,CIB,590,EXP,35-44,80.82655827,central,0,35.0
Sex Not Available,type1,p4,l1,676500,360.0,1008000.0,pr,home,1U,11880.0,CIB,663,EXP,35-44,67.11309524,North,0,24.0
Joint,type1,p3,l1,316500,360.0,398000.0,pr,home,1U,8640.0,EXP,761,EXP,35-44,79.52261307,North,0,23.0
Sex Not Available,type1,p3,l1,176500,360.0,248000.0,pr,home,1U,3240.0,EXP,552,CIB,65-74,71.16935484,south,0,31.0
Female,type1,p1,l1,526500,360.0,708000.0,ir,home,4U,6060.0,EXP,607,CIB,35-44,74.36440678,North,0,44.0
Male,type1,p4,l1,256500,360.0,388000.0,pr,home,1U,6180.0,CRIF,867,CIB,55-64,66.10824742,North,0,45.0
Male,type1,p1,l1,216500,360.0,228000.0,pr,home,1U,2220.0,CIB,648,CIB,<25,94.95614035,North,0,41.0
Sex Not Available,type3,p3,l1,146500,360.0,148000.0,pr,home,1U,2340.0,EXP,629,CIB,>74,98.98648649,south,0,44.0
Sex Not Available,type1,p3,l1,206500,360.0,348000.0,pr,home,1U,3660.0,EXP,879,CIB,55-64,59.33908046,south,0,34.0
Male,type3,p4,l1,296500,360.0,308000.0,pr,home,1U,5760.0,CIB,723,CIB,45-54,96.26623377,south,0,39.0
Female,type1,p4,l1,576500,360.0,888000.0,pr,home,1U,11040.0,CRIF,614,CIB,45-54,64.92117117,North,0,43.0
Female,type1,p4,l1,286500,360.0,318000.0,pr,home,1U,3180.0,CRIF,616,CIB,25-34,90.09433962,North,0,45.0
Sex Not Available,type1,p3,l1,206500,360.0,338000.0,pr,home,1U,3900.0,CRIF,804,EXP,>74,61.09467456,south,0,41.0
Male,type1,p3,l1,346500,360.0,438000.0,pr,home,1U,3060.0,CIB,598,CIB,55-64,79.10958904,North,0,47.0
Male,type1,p1,l1,476500,360.0,508000.0,pr,home,1U,10800.0,CIB,668,CIB,35-44,93.7992126,North,0,40.0
Male,type1,p4,l1,106500,360.0,148000.0,pr,home,1U,1320.0,CRIF,835,CIB,55-64,71.95945946,south,0,36.0
Male,type1,p4,l1,676500,360.0,868000.0,pr,home,1U,11400.0,CIB,844,CIB,45-54,77.93778802,south,0,37.0
Female,type1,p3,l1,306500,360.0,398000.0,pr,home,1U,3600.0,CRIF,679,CIB,35-44,77.01005025,North,0,49.0
Sex Not Available,type1,p4,l1,726500,360.0,918000.0,pr,home,1U,12600.0,CIB,610,EXP,45-54,79.13943355,south,0,36.0
Joint,type1,p1,l1,316500,360.0,358000.0,pr,home,1U,6000.0,CIB,827,EXP,25-34,88.40782123,North-East,0,32.0
Male,type1,p3,l1,376500,360.0,558000.0,pr,home,1U,7200.0,CRIF,650,CIB,45-54,67.47311828,North,0,24.0
Sex Not Available,type2,p3,l1,216500,360.0,258000.0,pr,home,1U,4980.0,CIB,720,CIB,25-34,83.91472868,south,0,54.0
Joint,type1,p1,l1,576500,360.0,638000.0,pr,home,1U,8520.0,CRIF,671,EXP,25-34,90.36050157,North,0,48.0
Joint,type3,p4,l1,366500,360.0,388000.0,pr,home,1U,5760.0,CRIF,604,EXP,65-74,94.45876289,North,0,39.0
Joint,type1,p4,l1,396500,360.0,758000.0,pr,home,1U,6480.0,CIB,699,EXP,35-44,52.30870712,North,0,40.0
Sex Not Available,type2,p1,l1,86500,360.0,88000.0,pr,home,1U,2280.0,CRIF,643,EXP,25-34,98.29545455,south,0,30.0
Female,type1,p3,l1,426500,360.0,808000.0,pr,home,1U,9180.0,EXP,506,EXP,45-54,52.78465347,North,0,40.0
Sex Not Available,type1,p1,l1,416500,360.0,518000.0,pr,home,1U,5700.0,CIB,774,EXP,35-44,80.40540541,south,0,48.0
Male,type3,p4,l1,416500,360.0,438000.0,pr,home,1U,5760.0,CIB,662,CIB,55-64,95.0913242,North,0,39.0
Joint,type1,p3,l1,596500,360.0,858000.0,pr,home,1U,11400.0,CIB,864,EXP,45-54,69.52214452,south,0,38.0
Female,type1,p1,l1,686500,360.0,858000.0,pr,home,1U,9600.0,CIB,880,CIB,25-34,80.01165501,south,0,42.0
Joint,type1,p4,l1,426500,360.0,758000.0,pr,home,1U,9000.0,CRIF,719,EXP,65-74,56.26649077,south,0,23.0
Male,type3,p4,l1,186500,360.0,358000.0,pr,home,1U,5760.0,EXP,636,EXP,35-44,52.09497207,North,0,39.0
Male,type1,p4,l1,206500,360.0,368000.0,pr,home,1U,7200.0,EXP,584,CIB,35-44,56.11413043,North,0,32.0
Male,type1,p1,l1,186500,360.0,198000.0,pr,home,1U,3000.0,CRIF,798,CIB,25-34,94.19191919,North,0,48.0
Sex Not Available,type1,p3,l1,186500,360.0,228000.0,pr,home,1U,4740.0,EXP,601,EXP,>74,81.79824561,south,0,46.0
Male,type1,p4,l1,276500,360.0,358000.0,pr,home,1U,4260.0,CIB,775,CIB,45-54,77.23463687,North,0,47.0
Male,type1,p3,l1,196500,360.0,288000.0,pr,home,1U,3960.0,CIB,692,CIB,65-74,68.22916667,North,0,36.0
Male,type1,p3,l1,356500,360.0,478000.0,pr,home,1U,3840.0,CIB,858,EXP,>74,74.58158996,North,0,45.0
Male,type2,p1,l1,306500,360.0,318000.0,pr,home,1U,5220.0,EXP,588,CIB,25-34,96.3836478,North,0,56.0
Joint,type1,p1,l1,486500,360.0,668000.0,pr,home,1U,9540.0,CIB,828,EXP,35-44,72.82934132,south,0,28.0
Joint,type3,p3,l1,406500,360.0,648000.0,pr,home,1U,5520.0,CRIF,826,EXP,>74,62.73148148,North,0,36.0
Sex Not Available,type1,p3,l1,456500,360.0,758000.0,pr,home,1U,5520.0,EXP,518,CIB,45-54,60.22427441,south,0,49.0
Female,type1,p4,l1,366500,360.0,518000.0,pr,home,1U,6300.0,EXP,883,CIB,35-44,70.75289575,North,0,36.0
Joint,type1,p3,l1,116500,360.0,258000.0,pr,home,1U,4860.0,CRIF,538,EXP,65-74,45.15503876,North,0,37.0
Female,type2,p3,l1,116500,360.0,158000.0,pr,home,1U,3000.0,EXP,576,CIB,35-44,73.73417722,North,0,49.0
Male,type1,p4,l1,416500,360.0,628000.0,pr,home,1U,11940.0,CIB,870,CIB,55-64,66.32165605,North,0,24.0
Joint,type1,p3,l1,256500,360.0,318000.0,pr,home,1U,7380.0,EXP,511,EXP,45-54,80.66037736,North,0,31.0
Male,type3,p1,l1,106500,360.0,108000.0,pr,home,1U,2460.0,CIB,830,CIB,55-64,98.61111111,North,0,40.0
Joint,type1,p4,l1,416500,360.0,518000.0,pr,home,1U,10020.0,CIB,578,EXP,25-34,80.40540541,North,0,21.0
Female,type1,p1,l1,356500,360.0,568000.0,pr,home,1U,4740.0,EXP,883,CIB,65-74,62.76408451,North,0,48.0
Sex Not Available,type1,p4,l1,186500,360.0,258000.0,pr,home,1U,2760.0,CRIF,856,EXP,>74,72.28682171,south,0,33.0
Joint,type1,p1,l1,206500,360.0,218000.0,pr,home,1U,5940.0,CIB,508,EXP,25-34,94.72477064,North,0,27.0
Female,type1,p4,l1,526500,360.0,628000.0,pr,home,1U,6420.0,CIB,875,CIB,35-44,83.83757962,North,0,42.0
Male,type1,p1,l1,316500,360.0,328000.0,pr,home,1U,3900.0,CIB,818,CIB,<25,96.49390244,North,0,44.0
Sex Not Available,type1,p1,l1,386500,360.0,418000.0,pr,home,1U,6960.0,CRIF,590,EXP,35-44,92.46411483,south,0,41.0
Joint,type2,p1,l1,496500,360.0,508000.0,pr,home,1U,6540.0,EXP,607,EXP,35-44,97.73622047,North,0,47.0
Male,type1,p4,l1,526500,360.0,778000.0,pr,home,1U,4920.0,CRIF,856,CIB,45-54,67.67352185,south,0,49.0
Male,type3,p4,l1,686500,360.0,708000.0,pr,home,1U,5760.0,CRIF,820,CIB,45-54,96.96327684,central,0,39.0
Joint,type2,p1,l1,286500,360.0,308000.0,pr,home,1U,4500.0,EXP,725,EXP,25-34,93.01948052,south,0,51.0
Sex Not Available,type1,p1,l1,226500,360.0,238000.0,pr,home,1U,3840.0,EXP,680,CIB,45-54,95.16806723,south,0,49.0
Male,type3,p4,l1,356500,360.0,348000.0,pr,home,1U,5760.0,CRIF,623,CIB,65-74,102.4425287,North,0,39.0
Sex Not Available,type1,p3,l1,426500,360.0,538000.0,pr,home,1U,11280.0,EXP,817,CIB,55-64,79.27509294,south,0,23.0
Male,type1,p3,l1,176500,360.0,208000.0,pr,home,1U,3120.0,CIB,658,CIB,>74,84.85576923,North,0,47.0
Male,type1,p3,l1,286500,360.0,388000.0,ir,home,1U,5040.0,CRIF,652,CIB,25-34,73.84020619,North,0,44.0
Joint,type2,p1,l1,406500,360.0,418000.0,pr,home,1U,7140.0,CRIF,670,EXP,45-54,97.24880383,North,0,33.0
Sex Not Available,type1,p3,l2,256500,360.0,448000.0,pr,home,1U,5700.0,CIB,704,CIB,35-44,57.25446429,south,0,46.0
Male,type3,p1,l1,336500,360.0,328000.0,pr,home,1U,6960.0,EXP,694,CIB,45-54,102.5914634,North,0,48.0
Sex Not Available,type1,p3,l1,486500,360.0,718000.0,pr,home,1U,7320.0,CIB,604,CIB,65-74,67.75766017,south,0,36.0
Joint,type1,p1,l1,296500,360.0,368000.0,pr,home,1U,11760.0,CRIF,629,EXP,45-54,80.57065217,North,0,28.0
Male,type3,p3,l1,316500,360.0,468000.0,pr,home,1U,4860.0,CIB,534,CIB,>74,67.62820513,central,0,34.0
Male,type1,p1,l1,616500,360.0,648000.0,pr,home,1U,7020.0,CIB,756,CIB,25-34,95.13888889,south,0,48.0
Female,type1,p3,l1,96500,360.0,148000.0,pr,home,1U,6060.0,CIB,605,EXP,>74,65.2027027,North,0,34.0
Sex Not Available,type1,p4,l1,136500,360.0,188000.0,pr,home,1U,2880.0,CIB,819,CIB,65-74,72.60638298,south,0,43.0
Male,type3,p4,l1,466500,360.0,588000.0,pr,home,1U,5760.0,CRIF,859,CIB,25-34,79.33673469,North,0,39.0
Male,type1,p1,l1,146500,360.0,178000.0,pr,home,1U,5700.0,EXP,524,EXP,65-74,82.30337079,North,0,44.0
Sex Not Available,type1,p1,l1,396500,360.0,498000.0,pr,home,1U,7260.0,CIB,612,EXP,35-44,79.6184739,south,0,29.0
Sex Not Available,type1,p3,l1,146500,360.0,218000.0,pr,home,1U,2100.0,CIB,505,CIB,35-44,67.20183486,south,0,48.0
Male,type1,p1,l1,186500,360.0,258000.0,pr,home,1U,2100.0,CIB,517,CIB,45-54,72.28682171,central,0,43.0
Male,type1,p3,l1,366500,360.0,498000.0,pr,home,1U,6420.0,EXP,615,CIB,35-44,73.59437751,North,0,39.0
Male,type1,p1,l1,316500,360.0,338000.0,pr,home,1U,7500.0,EXP,667,CIB,25-34,93.63905325,North,0,37.0
Joint,type2,p3,l2,66500,360.0,88000.0,pr,home,1U,2700.0,EXP,537,EXP,25-34,75.56818182,south,0,44.0
Joint,type1,p3,l1,486500,360.0,728000.0,pr,home,1U,9300.0,EXP,575,EXP,55-64,66.82692308,south,0,42.0
Male,type1,p4,l1,426500,360.0,1008000.0,pr,home,1U,9240.0,EXP,782,CIB,35-44,42.31150794,North,0,30.0
Joint,type3,p4,l1,486500,360.0,498000.0,pr,home,1U,5760.0,EXP,752,EXP,35-44,97.69076305,south,0,39.0
Male,type1,p3,l1,476500,360.0,608000.0,pr,home,1U,4860.0,CIB,540,CIB,25-34,78.37171053,North,0,49.0
Joint,type1,p3,l1,376500,360.0,508000.0,pr,home,1U,5340.0,CIB,519,EXP,45-54,74.11417323,south,0,34.0
Male,type1,p1,l1,336500,360.0,348000.0,pr,home,1U,6840.0,CIB,733,CIB,35-44,96.6954023,North,0,36.0
Male,type1,p1,l1,346500,360.0,428000.0,pr,home,1U,5640.0,CRIF,832,CIB,25-34,80.95794393,North,0,25.0
Joint,type1,p3,l1,586500,360.0,618000.0,pr,home,1U,8880.0,EXP,833,EXP,25-34,94.90291262,south,0,41.0
Male,type1,p1,l1,76500,360.0,88000.0,sr,home,1U,2160.0,EXP,705,CIB,55-64,86.93181818,North,0,36.0
Sex Not Available,type1,p1,l1,396500,360.0,498000.0,pr,home,1U,4260.0,CIB,756,CIB,35-44,79.6184739,south,0,41.0
Male,type1,p4,l1,566500,360.0,618000.0,pr,home,1U,5940.0,CRIF,846,CIB,25-34,91.66666667,North,0,42.0
Joint,type3,p4,l1,306500,360.0,368000.0,pr,home,1U,5760.0,CRIF,577,EXP,55-64,83.28804348,central,0,39.0
Male,type1,p3,l1,176500,360.0,218000.0,pr,home,1U,3480.0,EXP,709,CIB,35-44,80.96330275,south,0,36.0
Joint,type1,p3,l1,486500,360.0,708000.0,pr,home,1U,10560.0,CIB,762,EXP,45-54,68.71468927,North,0,35.0
Female,type1,p4,l1,586500,360.0,1008000.0,pr,home,1U,5700.0,EXP,820,CIB,35-44,58.18452381,south,0,47.0
Male,type1,p1,l1,536500,360.0,568000.0,pr,home,1U,8100.0,CIB,831,CIB,35-44,94.45422535,south,0,37.0
Joint,type1,p3,l1,286500,360.0,558000.0,pr,home,1U,3660.0,CIB,501,EXP,55-64,51.34408602,central,0,41.0
Sex Not Available,type3,p1,l1,436500,360.0,438000.0,pr,home,1U,6000.0,CIB,849,CIB,45-54,99.65753425,south,0,34.0
Male,type1,p4,l1,146500,360.0,318000.0,pr,home,1U,3240.0,CRIF,673,EXP,65-74,46.06918239,North,0,24.0
Sex Not Available,type3,p3,l1,236500,360.0,238000.0,pr,home,1U,2760.0,CIB,683,EXP,>74,99.3697479,south,0,50.0
